"alpha"	"gamma"	"alphaM"	"gammaM"	"a"	"b"
5.9439	-61.8541	5.94	-61.86	5.94	-61.86
5.9473	-61.8524	5.94	-61.86	5.94	-61.86
5.9506	-61.8506	5.94	-61.86	5.94	-61.86
5.954	-61.8489	5.94	-61.86	5.94	-61.86
5.9573	-61.8472	5.94	-61.86	5.94	-61.86
5.9607	-61.8454	5.94	-61.86	5.94	-61.86
5.9641	-61.8437	5.94	-61.86	5.94	-61.86
5.9674	-61.842	5.94	-61.86	5.94	-61.86
5.9708	-61.8402	6	-61.86	6	-61.86
5.9741	-61.8385	6	-61.86	6	-61.86
5.9775	-61.8368	6	-61.86	6	-61.86
5.9808	-61.835	6	-61.86	6	-61.86
5.9842	-61.8333	6	-61.86	6	-61.86
5.9876	-61.8315	6	-61.86	6	-61.86
5.9909	-61.8298	6	-61.8	6	-61.8
5.9943	-61.8281	6	-61.8	6	-61.8
5.9976	-61.8263	6	-61.8	6	-61.8
6.001	-61.8246	6	-61.8	6	-61.8
6.0043	-61.8228	6	-61.8	6	-61.8
6.0077	-61.8211	6	-61.8	6	-61.8
6.0111	-61.8194	6	-61.8	6	-61.8
6.0144	-61.8176	6	-61.8	6	-61.8
6.0178	-61.8159	6	-61.8	6	-61.8
6.0211	-61.8142	6	-61.8	6	-61.8
6.0245	-61.8124	6	-61.8	6	-61.8
6.0278	-61.8107	6	-61.8	6	-61.8
6.0312	-61.8089	6.06	-61.8	6.06	-61.8
6.0345	-61.8072	6.06	-61.8	6.06	-61.8
6.0379	-61.8055	6.06	-61.8	6.06	-61.8
6.0413	-61.8037	6.06	-61.8	6.06	-61.8
6.0446	-61.802	6.06	-61.8	6.06	-61.8
6.048	-61.8002	6.06	-61.8	6.06	-61.8
6.0513	-61.7985	6.06	-61.8	6.06	-61.8
6.0547	-61.7968	6.06	-61.8	6.06	-61.8
6.058	-61.795	6.06	-61.8	6.06	-61.8
6.0614	-61.7933	6.06	-61.8	6.06	-61.8
6.0648	-61.7915	6.06	-61.8	6.06	-61.8
6.0681	-61.7898	6.06	-61.8	6.06	-61.8
6.0715	-61.7881	6.06	-61.8	6.06	-61.8
6.0748	-61.7863	6.06	-61.8	6.06	-61.8
6.0782	-61.7846	6.06	-61.8	6.06	-61.8
6.0815	-61.7828	6.06	-61.8	6.06	-61.8
6.0849	-61.7811	6.06	-61.8	6.06	-61.8
6.0882	-61.7794	6.06	-61.8	6.06	-61.8
6.0916	-61.7776	6.12	-61.8	6.12	-61.8
6.095	-61.7759	6.12	-61.8	6.12	-61.8
6.0983	-61.7741	6.12	-61.8	6.12	-61.8
6.1017	-61.7724	6.12	-61.8	6.12	-61.8
6.105	-61.7706	6.12	-61.8	6.12	-61.8
6.1084	-61.7689	6.12	-61.74	6.12	-61.74
6.1117	-61.7672	6.12	-61.74	6.12	-61.74
6.1151	-61.7654	6.12	-61.74	6.12	-61.74
6.1184	-61.7637	6.12	-61.74	6.12	-61.74
6.1218	-61.7619	6.12	-61.74	6.12	-61.74
6.1252	-61.7602	6.12	-61.74	6.12	-61.74
6.1285	-61.7584	6.12	-61.74	6.12	-61.74
6.1319	-61.7567	6.12	-61.74	6.12	-61.74
6.1352	-61.755	6.12	-61.74	6.12	-61.74
6.1386	-61.7532	6.12	-61.74	6.12	-61.74
6.1419	-61.7515	6.12	-61.74	6.12	-61.74
6.1453	-61.7497	6.12	-61.74	6.12	-61.74
6.1486	-61.748	6.12	-61.74	6.12	-61.74
6.152	-61.7462	6.18	-61.74	6.18	-61.74
6.1554	-61.7445	6.18	-61.74	6.18	-61.74
6.1587	-61.7428	6.18	-61.74	6.18	-61.74
6.1621	-61.741	6.18	-61.74	6.18	-61.74
6.1654	-61.7393	6.18	-61.74	6.18	-61.74
6.1688	-61.7375	6.18	-61.74	6.18	-61.74
6.1721	-61.7358	6.18	-61.74	6.18	-61.74
6.1755	-61.734	6.18	-61.74	6.18	-61.74
6.1789	-61.7323	6.18	-61.74	6.18	-61.74
6.1822	-61.7305	6.18	-61.74	6.18	-61.74
6.1856	-61.7288	6.18	-61.74	6.18	-61.74
6.1889	-61.7271	6.18	-61.74	6.18	-61.74
6.1923	-61.7253	6.18	-61.74	6.18	-61.74
6.1956	-61.7236	6.18	-61.74	6.18	-61.74
6.199	-61.7218	6.18	-61.74	6.18	-61.74
6.2023	-61.7201	6.18	-61.74	6.18	-61.74
6.2057	-61.7183	6.18	-61.74	6.18	-61.74
6.2091	-61.7166	6.18	-61.74	6.18	-61.74
6.2124	-61.7148	6.24	-61.74	6.24	-61.74
6.2158	-61.7131	6.24	-61.74	6.24	-61.74
6.2191	-61.7113	6.24	-61.74	6.24	-61.74
6.2225	-61.7096	6.24	-61.68	6.24	-61.68
6.2258	-61.7079	6.24	-61.68	6.24	-61.68
6.2292	-61.7061	6.24	-61.68	6.24	-61.68
6.2325	-61.7044	6.24	-61.68	6.24	-61.68
6.2359	-61.7026	6.24	-61.68	6.24	-61.68
6.2393	-61.7009	6.24	-61.68	6.24	-61.68
6.2426	-61.6991	6.24	-61.68	6.24	-61.68
6.246	-61.6974	6.24	-61.68	6.24	-61.68
6.2493	-61.6956	6.24	-61.68	6.24	-61.68
6.2527	-61.6939	6.24	-61.68	6.24	-61.68
6.256	-61.6921	6.24	-61.68	6.24	-61.68
6.2594	-61.6904	6.24	-61.68	6.24	-61.68
6.2627	-61.6886	6.24	-61.68	6.24	-61.68
6.2661	-61.6869	6.24	-61.68	6.24	-61.68
6.2694	-61.6851	6.24	-61.68	6.24	-61.68
6.2728	-61.6834	6.3	-61.68	6.3	-61.68
6.2762	-61.6816	6.3	-61.68	6.3	-61.68
6.2795	-61.6799	6.3	-61.68	6.3	-61.68
6.2829	-61.6781	6.3	-61.68	6.3	-61.68
6.2862	-61.6764	6.3	-61.68	6.3	-61.68
6.2896	-61.6747	6.3	-61.68	6.3	-61.68
6.2929	-61.6729	6.3	-61.68	6.3	-61.68
6.2963	-61.6712	6.3	-61.68	6.3	-61.68
6.2996	-61.6694	6.3	-61.68	6.3	-61.68
6.303	-61.6677	6.3	-61.68	6.3	-61.68
6.3064	-61.6659	6.3	-61.68	6.3	-61.68
6.3097	-61.6642	6.3	-61.68	6.3	-61.68
6.3131	-61.6624	6.3	-61.68	6.3	-61.68
6.3164	-61.6607	6.3	-61.68	6.3	-61.68
6.3198	-61.6589	6.3	-61.68	6.3	-61.68
6.3231	-61.6572	6.3	-61.68	6.3	-61.68
6.3265	-61.6554	6.3	-61.68	6.3	-61.68
6.3298	-61.6537	6.3	-61.68	6.3	-61.68
6.3332	-61.6519	6.36	-61.68	6.36	-61.68
6.3366	-61.6502	6.36	-61.68	6.36	-61.68
6.3399	-61.6484	6.36	-61.62	6.36	-61.62
6.3433	-61.6467	6.36	-61.62	6.36	-61.62
6.3466	-61.6449	6.36	-61.62	6.36	-61.62
6.35	-61.6432	6.36	-61.62	6.36	-61.62
6.3533	-61.6414	6.36	-61.62	6.36	-61.62
6.3567	-61.6397	6.36	-61.62	6.36	-61.62
6.36	-61.6379	6.36	-61.62	6.36	-61.62
6.3634	-61.6362	6.36	-61.62	6.36	-61.62
6.3667	-61.6344	6.36	-61.62	6.36	-61.62
6.3701	-61.6326	6.36	-61.62	6.36	-61.62
6.3735	-61.6309	6.36	-61.62	6.36	-61.62
6.3768	-61.6291	6.36	-61.62	6.36	-61.62
6.3802	-61.6274	6.36	-61.62	6.36	-61.62
6.3835	-61.6256	6.36	-61.62	6.36	-61.62
6.3869	-61.6239	6.36	-61.62	6.36	-61.62
6.3902	-61.6221	6.42	-61.62	6.42	-61.62
6.3936	-61.6204	6.42	-61.62	6.42	-61.62
6.3969	-61.6186	6.42	-61.62	6.42	-61.62
6.4003	-61.6169	6.42	-61.62	6.42	-61.62
6.4036	-61.6151	6.42	-61.62	6.42	-61.62
6.407	-61.6134	6.42	-61.62	6.42	-61.62
6.4104	-61.6116	6.42	-61.62	6.42	-61.62
6.4137	-61.6099	6.42	-61.62	6.42	-61.62
6.4171	-61.6081	6.42	-61.62	6.42	-61.62
6.4204	-61.6064	6.42	-61.62	6.42	-61.62
6.4238	-61.6046	6.42	-61.62	6.42	-61.62
6.4271	-61.6029	6.42	-61.62	6.42	-61.62
6.4305	-61.6011	6.42	-61.62	6.42	-61.62
6.4338	-61.5993	6.42	-61.62	6.42	-61.62
6.4372	-61.5976	6.42	-61.62	6.42	-61.62
6.4405	-61.5958	6.42	-61.62	6.42	-61.62
6.4439	-61.5941	6.42	-61.62	6.42	-61.62
6.4473	-61.5923	6.42	-61.62	6.42	-61.62
6.4506	-61.5906	6.48	-61.62	6.48	-61.62
6.454	-61.5888	6.48	-61.56	6.48	-61.56
6.4573	-61.5871	6.48	-61.56	6.48	-61.56
6.4607	-61.5853	6.48	-61.56	6.48	-61.56
6.464	-61.5836	6.48	-61.56	6.48	-61.56
6.4674	-61.5818	6.48	-61.56	6.48	-61.56
6.4707	-61.58	6.48	-61.56	6.48	-61.56
6.4741	-61.5783	6.48	-61.56	6.48	-61.56
6.4774	-61.5765	6.48	-61.56	6.48	-61.56
6.4808	-61.5748	6.48	-61.56	6.48	-61.56
6.4842	-61.573	6.48	-61.56	6.48	-61.56
6.4875	-61.5713	6.48	-61.56	6.48	-61.56
6.4909	-61.5695	6.48	-61.56	6.48	-61.56
6.4942	-61.5678	6.48	-61.56	6.48	-61.56
6.4976	-61.566	6.48	-61.56	6.48	-61.56
6.5009	-61.5642	6.48	-61.56	6.48	-61.56
6.5043	-61.5625	6.48	-61.56	6.48	-61.56
6.5076	-61.5607	6.48	-61.56	6.48	-61.56
6.511	-61.559	6.54	-61.56	6.54	-61.56
6.5143	-61.5572	6.54	-61.56	6.54	-61.56
6.5177	-61.5555	6.54	-61.56	6.54	-61.56
6.521	-61.5537	6.54	-61.56	6.54	-61.56
6.5244	-61.5519	6.54	-61.56	6.54	-61.56
6.5278	-61.5502	6.54	-61.56	6.54	-61.56
6.5311	-61.5484	6.54	-61.56	6.54	-61.56
6.5345	-61.5467	6.54	-61.56	6.54	-61.56
6.5378	-61.5449	6.54	-61.56	6.54	-61.56
6.5412	-61.5432	6.54	-61.56	6.54	-61.56
6.5445	-61.5414	6.54	-61.56	6.54	-61.56
6.5479	-61.5396	6.54	-61.56	6.54	-61.56
6.5512	-61.5379	6.54	-61.56	6.54	-61.56
6.5546	-61.5361	6.54	-61.56	6.54	-61.56
6.5579	-61.5344	6.54	-61.56	6.54	-61.56
6.5613	-61.5326	6.54	-61.56	6.54	-61.56
6.5646	-61.5309	6.54	-61.56	6.54	-61.56
6.568	-61.5291	6.54	-61.5	6.54	-61.5
6.5714	-61.5273	6.6	-61.5	6.6	-61.5
6.5747	-61.5256	6.6	-61.5	6.6	-61.5
6.5781	-61.5238	6.6	-61.5	6.6	-61.5
6.5814	-61.5221	6.6	-61.5	6.6	-61.5
6.5848	-61.5203	6.6	-61.5	6.6	-61.5
6.5881	-61.5185	6.6	-61.5	6.6	-61.5
6.5915	-61.5168	6.6	-61.5	6.6	-61.5
6.5948	-61.515	6.6	-61.5	6.6	-61.5
6.5982	-61.5133	6.6	-61.5	6.6	-61.5
6.6015	-61.5115	6.6	-61.5	6.6	-61.5
6.6049	-61.5097	6.6	-61.5	6.6	-61.5
6.6082	-61.508	6.6	-61.5	6.6	-61.5
6.6116	-61.5062	6.6	-61.5	6.6	-61.5
6.615	-61.5045	6.6	-61.5	6.6	-61.5
6.6183	-61.5027	6.6	-61.5	6.6	-61.5
6.6217	-61.5009	6.6	-61.5	6.6	-61.5
6.625	-61.4992	6.6	-61.5	6.6	-61.5
6.6284	-61.4974	6.6	-61.5	6.6	-61.5
6.6317	-61.4957	6.66	-61.5	6.66	-61.5
6.6351	-61.4939	6.66	-61.5	6.66	-61.5
6.6384	-61.4921	6.66	-61.5	6.66	-61.5
6.6418	-61.4904	6.66	-61.5	6.66	-61.5
6.6451	-61.4886	6.66	-61.5	6.66	-61.5
6.6485	-61.4868	6.66	-61.5	6.66	-61.5
6.6518	-61.4851	6.66	-61.5	6.66	-61.5
6.6552	-61.4833	6.66	-61.5	6.66	-61.5
6.6585	-61.4816	6.66	-61.5	6.66	-61.5
6.6619	-61.4798	6.66	-61.5	6.66	-61.5
6.6653	-61.478	6.66	-61.5	6.66	-61.5
6.6686	-61.4763	6.66	-61.5	6.66	-61.5
6.672	-61.4745	6.66	-61.5	6.66	-61.5
6.6753	-61.4728	6.66	-61.5	6.66	-61.5
6.6787	-61.471	6.66	-61.5	6.66	-61.5
6.682	-61.4692	6.66	-61.44	6.66	-61.44
6.6854	-61.4675	6.66	-61.44	6.66	-61.44
6.6887	-61.4657	6.66	-61.44	6.66	-61.44
6.6921	-61.4639	6.72	-61.44	6.72	-61.44
6.6954	-61.4622	6.72	-61.44	6.72	-61.44
6.6988	-61.4604	6.72	-61.44	6.72	-61.44
6.7021	-61.4586	6.72	-61.44	6.72	-61.44
6.7055	-61.4569	6.72	-61.44	6.72	-61.44
6.7088	-61.4551	6.72	-61.44	6.72	-61.44
6.7122	-61.4534	6.72	-61.44	6.72	-61.44
6.7155	-61.4516	6.72	-61.44	6.72	-61.44
6.7189	-61.4498	6.72	-61.44	6.72	-61.44
6.7223	-61.4481	6.72	-61.44	6.72	-61.44
6.7256	-61.4463	6.72	-61.44	6.72	-61.44
6.729	-61.4445	6.72	-61.44	6.72	-61.44
6.7323	-61.4428	6.72	-61.44	6.72	-61.44
6.7357	-61.441	6.72	-61.44	6.72	-61.44
6.739	-61.4392	6.72	-61.44	6.72	-61.44
6.7424	-61.4375	6.72	-61.44	6.72	-61.44
6.7457	-61.4357	6.72	-61.44	6.72	-61.44
6.7491	-61.4339	6.72	-61.44	6.72	-61.44
6.7524	-61.4322	6.78	-61.44	6.78	-61.44
6.7558	-61.4304	6.78	-61.44	6.78	-61.44
6.7591	-61.4286	6.78	-61.44	6.78	-61.44
6.7625	-61.4269	6.78	-61.44	6.78	-61.44
6.7658	-61.4251	6.78	-61.44	6.78	-61.44
6.7692	-61.4233	6.78	-61.44	6.78	-61.44
6.7725	-61.4216	6.78	-61.44	6.78	-61.44
6.7759	-61.4198	6.78	-61.44	6.78	-61.44
6.7792	-61.418	6.78	-61.44	6.78	-61.44
6.7826	-61.4163	6.78	-61.44	6.78	-61.44
6.786	-61.4145	6.78	-61.44	6.78	-61.44
6.7893	-61.4127	6.78	-61.44	6.78	-61.44
6.7927	-61.411	6.78	-61.44	6.78	-61.44
6.796	-61.4092	6.78	-61.38	6.78	-61.38
6.7994	-61.4074	6.78	-61.38	6.78	-61.38
6.8027	-61.4057	6.78	-61.38	6.78	-61.38
6.8061	-61.4039	6.78	-61.38	6.78	-61.38
6.8094	-61.4021	6.78	-61.38	6.78	-61.38
6.8128	-61.4004	6.84	-61.38	6.84	-61.38
6.8161	-61.3986	6.84	-61.38	6.84	-61.38
6.8195	-61.3968	6.84	-61.38	6.84	-61.38
6.8228	-61.3951	6.84	-61.38	6.84	-61.38
6.8262	-61.3933	6.84	-61.38	6.84	-61.38
6.8295	-61.3915	6.84	-61.38	6.84	-61.38
6.8329	-61.3898	6.84	-61.38	6.84	-61.38
6.8362	-61.388	6.84	-61.38	6.84	-61.38
6.8396	-61.3862	6.84	-61.38	6.84	-61.38
6.8429	-61.3845	6.84	-61.38	6.84	-61.38
6.8463	-61.3827	6.84	-61.38	6.84	-61.38
6.8496	-61.3809	6.84	-61.38	6.84	-61.38
6.853	-61.3792	6.84	-61.38	6.84	-61.38
6.8563	-61.3774	6.84	-61.38	6.84	-61.38
6.8597	-61.3756	6.84	-61.38	6.84	-61.38
6.863	-61.3738	6.84	-61.38	6.84	-61.38
6.8664	-61.3721	6.84	-61.38	6.84	-61.38
6.8698	-61.3703	6.84	-61.38	6.84	-61.38
6.8731	-61.3685	6.9	-61.38	6.9	-61.38
6.8765	-61.3668	6.9	-61.38	6.9	-61.38
6.8798	-61.365	6.9	-61.38	6.9	-61.38
6.8832	-61.3632	6.9	-61.38	6.9	-61.38
6.8865	-61.3615	6.9	-61.38	6.9	-61.38
6.8899	-61.3597	6.9	-61.38	6.9	-61.38
6.8932	-61.3579	6.9	-61.38	6.9	-61.38
6.8966	-61.3561	6.9	-61.38	6.9	-61.38
6.8999	-61.3544	6.9	-61.38	6.9	-61.38
6.9033	-61.3526	6.9	-61.38	6.9	-61.38
6.9066	-61.3508	6.9	-61.38	6.9	-61.38
6.91	-61.3491	6.9	-61.32	6.9	-61.32
6.9133	-61.3473	6.9	-61.32	6.9	-61.32
6.9167	-61.3455	6.9	-61.32	6.9	-61.32
6.92	-61.3437	6.9	-61.32	6.9	-61.32
6.9234	-61.342	6.9	-61.32	6.9	-61.32
6.9267	-61.3402	6.9	-61.32	6.9	-61.32
6.9301	-61.3384	6.96	-61.32	6.96	-61.32
6.9334	-61.3367	6.96	-61.32	6.96	-61.32
6.9368	-61.3349	6.96	-61.32	6.96	-61.32
6.9401	-61.3331	6.96	-61.32	6.96	-61.32
6.9435	-61.3313	6.96	-61.32	6.96	-61.32
6.9468	-61.3296	6.96	-61.32	6.96	-61.32
6.9502	-61.3278	6.96	-61.32	6.96	-61.32
6.9535	-61.326	6.96	-61.32	6.96	-61.32
6.9569	-61.3242	6.96	-61.32	6.96	-61.32
6.9602	-61.3225	6.96	-61.32	6.96	-61.32
6.9636	-61.3207	6.96	-61.32	6.96	-61.32
6.9669	-61.3189	6.96	-61.32	6.96	-61.32
6.9703	-61.3172	6.96	-61.32	6.96	-61.32
6.9736	-61.3154	6.96	-61.32	6.96	-61.32
6.977	-61.3136	6.96	-61.32	6.96	-61.32
6.9803	-61.3118	6.96	-61.32	6.96	-61.32
6.9837	-61.3101	6.96	-61.32	6.96	-61.32
6.987	-61.3083	6.96	-61.32	6.96	-61.32
6.9904	-61.3065	7.02	-61.32	7.02	-61.32
6.9937	-61.3047	7.02	-61.32	7.02	-61.32
6.9971	-61.303	7.02	-61.32	7.02	-61.32
7.0004	-61.3012	7.02	-61.32	7.02	-61.32
7.0038	-61.2994	7.02	-61.32	7.02	-61.32
7.0072	-61.2976	7.02	-61.32	7.02	-61.32
7.0105	-61.2959	7.02	-61.32	7.02	-61.32
7.0139	-61.2941	7.02	-61.32	7.02	-61.32
7.0172	-61.2923	7.02	-61.32	7.02	-61.32
7.0206	-61.2905	7.02	-61.32	7.02	-61.32
7.0239	-61.2888	7.02	-61.26	7.02	-61.26
7.0273	-61.287	7.02	-61.26	7.02	-61.26
7.0306	-61.2852	7.02	-61.26	7.02	-61.26
7.034	-61.2834	7.02	-61.26	7.02	-61.26
7.0373	-61.2817	7.02	-61.26	7.02	-61.26
7.0407	-61.2799	7.02	-61.26	7.02	-61.26
7.044	-61.2781	7.02	-61.26	7.02	-61.26
7.0474	-61.2763	7.02	-61.26	7.02	-61.26
7.0507	-61.2746	7.08	-61.26	7.08	-61.26
7.0541	-61.2728	7.08	-61.26	7.08	-61.26
7.0574	-61.271	7.08	-61.26	7.08	-61.26
7.0608	-61.2692	7.08	-61.26	7.08	-61.26
7.0641	-61.2674	7.08	-61.26	7.08	-61.26
7.0675	-61.2657	7.08	-61.26	7.08	-61.26
7.0708	-61.2639	7.08	-61.26	7.08	-61.26
7.0742	-61.2621	7.08	-61.26	7.08	-61.26
7.0775	-61.2603	7.08	-61.26	7.08	-61.26
7.0809	-61.2586	7.08	-61.26	7.08	-61.26
7.0842	-61.2568	7.08	-61.26	7.08	-61.26
7.0876	-61.255	7.08	-61.26	7.08	-61.26
7.0909	-61.2532	7.08	-61.26	7.08	-61.26
7.0943	-61.2514	7.08	-61.26	7.08	-61.26
7.0976	-61.2497	7.08	-61.26	7.08	-61.26
7.101	-61.2479	7.08	-61.26	7.08	-61.26
7.1043	-61.2461	7.08	-61.26	7.08	-61.26
7.1077	-61.2443	7.08	-61.26	7.08	-61.26
7.111	-61.2426	7.14	-61.26	7.14	-61.26
7.1144	-61.2408	7.14	-61.26	7.14	-61.26
7.1177	-61.239	7.14	-61.26	7.14	-61.26
7.1211	-61.2372	7.14	-61.26	7.14	-61.26
7.1244	-61.2354	7.14	-61.26	7.14	-61.26
7.1278	-61.2337	7.14	-61.26	7.14	-61.26
7.1311	-61.2319	7.14	-61.26	7.14	-61.26
7.1345	-61.2301	7.14	-61.26	7.14	-61.26
7.1378	-61.2283	7.14	-61.2	7.14	-61.2
7.1412	-61.2265	7.14	-61.2	7.14	-61.2
7.1445	-61.2248	7.14	-61.2	7.14	-61.2
7.1479	-61.223	7.14	-61.2	7.14	-61.2
7.1512	-61.2212	7.14	-61.2	7.14	-61.2
7.1546	-61.2194	7.14	-61.2	7.14	-61.2
7.1579	-61.2176	7.14	-61.2	7.14	-61.2
7.1613	-61.2159	7.14	-61.2	7.14	-61.2
7.1646	-61.2141	7.14	-61.2	7.14	-61.2
7.168	-61.2123	7.14	-61.2	7.14	-61.2
7.1713	-61.2105	7.2	-61.2	7.2	-61.2
7.1747	-61.2087	7.2	-61.2	7.2	-61.2
7.178	-61.207	7.2	-61.2	7.2	-61.2
7.1814	-61.2052	7.2	-61.2	7.2	-61.2
7.1847	-61.2034	7.2	-61.2	7.2	-61.2
7.188	-61.2016	7.2	-61.2	7.2	-61.2
7.1914	-61.1998	7.2	-61.2	7.2	-61.2
7.1947	-61.198	7.2	-61.2	7.2	-61.2
7.1981	-61.1963	7.2	-61.2	7.2	-61.2
7.2014	-61.1945	7.2	-61.2	7.2	-61.2
7.2048	-61.1927	7.2	-61.2	7.2	-61.2
7.2081	-61.1909	7.2	-61.2	7.2	-61.2
7.2115	-61.1891	7.2	-61.2	7.2	-61.2
7.2148	-61.1874	7.2	-61.2	7.2	-61.2
7.2182	-61.1856	7.2	-61.2	7.2	-61.2
7.2215	-61.1838	7.2	-61.2	7.2	-61.2
7.2249	-61.182	7.2	-61.2	7.2	-61.2
7.2282	-61.1802	7.2	-61.2	7.2	-61.2
7.2316	-61.1784	7.26	-61.2	7.26	-61.2
7.2349	-61.1767	7.26	-61.2	7.26	-61.2
7.2383	-61.1749	7.26	-61.2	7.26	-61.2
7.2416	-61.1731	7.26	-61.2	7.26	-61.2
7.245	-61.1713	7.26	-61.2	7.26	-61.2
7.2483	-61.1695	7.26	-61.14	7.26	-61.14
7.2517	-61.1677	7.26	-61.14	7.26	-61.14
7.255	-61.166	7.26	-61.14	7.26	-61.14
7.2584	-61.1642	7.26	-61.14	7.26	-61.14
7.2617	-61.1624	7.26	-61.14	7.26	-61.14
7.2651	-61.1606	7.26	-61.14	7.26	-61.14
7.2684	-61.1588	7.26	-61.14	7.26	-61.14
7.2718	-61.157	7.26	-61.14	7.26	-61.14
7.2751	-61.1552	7.26	-61.14	7.26	-61.14
7.2785	-61.1535	7.26	-61.14	7.26	-61.14
7.2818	-61.1517	7.26	-61.14	7.26	-61.14
7.2852	-61.1499	7.26	-61.14	7.26	-61.14
7.2885	-61.1481	7.26	-61.14	7.26	-61.14
7.2919	-61.1463	7.32	-61.14	7.32	-61.14
7.2952	-61.1445	7.32	-61.14	7.32	-61.14
7.2986	-61.1427	7.32	-61.14	7.32	-61.14
7.3019	-61.141	7.32	-61.14	7.32	-61.14
7.3053	-61.1392	7.32	-61.14	7.32	-61.14
7.3086	-61.1374	7.32	-61.14	7.32	-61.14
7.312	-61.1356	7.32	-61.14	7.32	-61.14
7.3153	-61.1338	7.32	-61.14	7.32	-61.14
7.3186	-61.132	7.32	-61.14	7.32	-61.14
7.322	-61.1302	7.32	-61.14	7.32	-61.14
7.3253	-61.1285	7.32	-61.14	7.32	-61.14
7.3287	-61.1267	7.32	-61.14	7.32	-61.14
7.332	-61.1249	7.32	-61.14	7.32	-61.14
7.3354	-61.1231	7.32	-61.14	7.32	-61.14
7.3387	-61.1213	7.32	-61.14	7.32	-61.14
7.3421	-61.1195	7.32	-61.14	7.32	-61.14
7.3454	-61.1177	7.32	-61.14	7.32	-61.14
7.3488	-61.1159	7.32	-61.14	7.32	-61.14
7.3521	-61.1142	7.38	-61.14	7.38	-61.14
7.3555	-61.1124	7.38	-61.14	7.38	-61.14
7.3588	-61.1106	7.38	-61.14	7.38	-61.14
7.3622	-61.1088	7.38	-61.08	7.38	-61.08
7.3655	-61.107	7.38	-61.08	7.38	-61.08
7.3689	-61.1052	7.38	-61.08	7.38	-61.08
7.3722	-61.1034	7.38	-61.08	7.38	-61.08
7.3756	-61.1016	7.38	-61.08	7.38	-61.08
7.3789	-61.0999	7.38	-61.08	7.38	-61.08
7.3823	-61.0981	7.38	-61.08	7.38	-61.08
7.3856	-61.0963	7.38	-61.08	7.38	-61.08
7.389	-61.0945	7.38	-61.08	7.38	-61.08
7.3923	-61.0927	7.38	-61.08	7.38	-61.08
7.3956	-61.0909	7.38	-61.08	7.38	-61.08
7.399	-61.0891	7.38	-61.08	7.38	-61.08
7.4023	-61.0873	7.38	-61.08	7.38	-61.08
7.4057	-61.0855	7.38	-61.08	7.38	-61.08
7.409	-61.0837	7.38	-61.08	7.38	-61.08
7.4124	-61.082	7.44	-61.08	7.44	-61.08
7.4157	-61.0802	7.44	-61.08	7.44	-61.08
7.4191	-61.0784	7.44	-61.08	7.44	-61.08
7.4224	-61.0766	7.44	-61.08	7.44	-61.08
7.4258	-61.0748	7.44	-61.08	7.44	-61.08
7.4291	-61.073	7.44	-61.08	7.44	-61.08
7.4325	-61.0712	7.44	-61.08	7.44	-61.08
7.4358	-61.0694	7.44	-61.08	7.44	-61.08
7.4392	-61.0676	7.44	-61.08	7.44	-61.08
7.4425	-61.0658	7.44	-61.08	7.44	-61.08
7.4459	-61.0641	7.44	-61.08	7.44	-61.08
7.4492	-61.0623	7.44	-61.08	7.44	-61.08
7.4525	-61.0605	7.44	-61.08	7.44	-61.08
7.4559	-61.0587	7.44	-61.08	7.44	-61.08
7.4592	-61.0569	7.44	-61.08	7.44	-61.08
7.4626	-61.0551	7.44	-61.08	7.44	-61.08
7.4659	-61.0533	7.44	-61.08	7.44	-61.08
7.4693	-61.0515	7.44	-61.08	7.44	-61.08
7.4726	-61.0497	7.5	-61.02	7.5	-61.02
7.476	-61.0479	7.5	-61.02	7.5	-61.02
7.4793	-61.0461	7.5	-61.02	7.5	-61.02
7.4827	-61.0443	7.5	-61.02	7.5	-61.02
7.486	-61.0425	7.5	-61.02	7.5	-61.02
7.4894	-61.0408	7.5	-61.02	7.5	-61.02
7.4927	-61.039	7.5	-61.02	7.5	-61.02
7.4961	-61.0372	7.5	-61.02	7.5	-61.02
7.4994	-61.0354	7.5	-61.02	7.5	-61.02
7.5027	-61.0336	7.5	-61.02	7.5	-61.02
7.5061	-61.0318	7.5	-61.02	7.5	-61.02
7.5094	-61.03	7.5	-61.02	7.5	-61.02
7.5128	-61.0282	7.5	-61.02	7.5	-61.02
7.5161	-61.0264	7.5	-61.02	7.5	-61.02
7.5195	-61.0246	7.5	-61.02	7.5	-61.02
7.5228	-61.0228	7.5	-61.02	7.5	-61.02
7.5262	-61.021	7.5	-61.02	7.5	-61.02
7.5295	-61.0192	7.5	-61.02	7.5	-61.02
7.5329	-61.0174	7.56	-61.02	7.56	-61.02
7.5362	-61.0156	7.56	-61.02	7.56	-61.02
7.5396	-61.0138	7.56	-61.02	7.56	-61.02
7.5429	-61.0121	7.56	-61.02	7.56	-61.02
7.5462	-61.0103	7.56	-61.02	7.56	-61.02
7.5496	-61.0085	7.56	-61.02	7.56	-61.02
7.5529	-61.0067	7.56	-61.02	7.56	-61.02
7.5563	-61.0049	7.56	-61.02	7.56	-61.02
7.5596	-61.0031	7.56	-61.02	7.56	-61.02
7.563	-61.0013	7.56	-61.02	7.56	-61.02
7.5663	-60.9995	7.56	-61.02	7.56	-61.02
7.5697	-60.9977	7.56	-61.02	7.56	-61.02
7.573	-60.9959	7.56	-61.02	7.56	-61.02
